DropID,annotatedBy,scientificName,maxinterval,DepthStrata,Created By,NotesDeployment,LinkToVideoFile,SamplingEnd,SurveyID,id,EventTimeEnd,SiteID,fps,ReplicateWithinSite,EventDate,EventTimeStart,fileName,duration,RecordedBy,IsBadDeployment,NZMHCS_Abiotic,Weather,TideLevel,SamplingStart,DepthDeployment,UnderwaterVisibility,NZMHCS_Biotic,SiteExposure,Longitude,ControlToMR02,SiteCode,ProtectionStatus,ControlToMR03,Latitude,geodeticDatum,ControlToMR01,countryCode,ProtectionStatusDetails,IsControlSite,Region,LinkToMarineReserve,SiteName,schema_site_id,SurveyName,RecordType,SurveyType,ContractorName,CameraModel,BUVType,OfficeContact,BaitSpecies,Vessel,SurveyVerbatim,RightsHolder,IsLongTermMonitoring,StratifiedBy,DateEntry,LinkToOriginalData,SurveyStartDate,FishMultiSpecies,SurveyLeaderName,BaitAmount,EncoderName,LinkReport01,ContractNumber,IsMoreHabitatData,LensModel,SiteSelectionDesign,SurveyLocationAcronym,species_id,aphiaID,commonName,taxonRank,Targeted,DOC_TaxonID
HOR_20211122_BUV_0031,expert,Squalus acanthias,7.0,,Victor Anton,,horoirangi-buv-2021/HOR_054/HOR_054_03_12_2021.mp4,1800.0,HOR_20211122_BUV,417,9:04:00 am,HOR_054_21,60.0,1.0,24/11/2021,8:26:00 am,HOR_054_03_12_2021.mp4,2408.0,Kiara Duke,False,"[""SLT""]",0.1-0.5m_Swell,Low_Slack,0.0,22.0,Fair,"[""Inv""]",Exposed,173.37083,,HMR 54,No protection,,-41.15674,WGS84,[],,,True,Northern South Island,Horoirangi Marine Reserve,Mackay Bluff,220,Horoirangi BUV 2021,Fish,BUV,,,L-Frame,Stewart Robertson,Pilchards,Kina,This is the first time the survey was run in Horoirangi. Kiara Duke helped with the fieldwork.,"Department of Conservation, New Zealand",True,Habitat,29/02/2024,,22/11/2024,True,Stewart Robertson,500.0,Monique Ladds,,,True,,Random,HOR,12.0,"105,923",Spiny dogfish,species,Yes,163.0
HOR_20211122_BUV_0031,expert,Thyrsites atun,,,Victor Anton,,horoirangi-buv-2021/HOR_054/HOR_054_03_12_2021.mp4,1800.0,HOR_20211122_BUV,417,9:04:00 am,HOR_054_21,60.0,1.0,24/11/2021,8:26:00 am,HOR_054_03_12_2021.mp4,2408.0,Kiara Duke,False,"[""SLT""]",0.1-0.5m_Swell,Low_Slack,0.0,22.0,Fair,"[""Inv""]",Exposed,173.37083,,HMR 54,No protection,,-41.15674,WGS84,[],,,True,Northern South Island,Horoirangi Marine Reserve,Mackay Bluff,220,Horoirangi BUV 2021,Fish,BUV,,,L-Frame,Stewart Robertson,Pilchards,Kina,This is the first time the survey was run in Horoirangi. Kiara Duke helped with the fieldwork.,"Department of Conservation, New Zealand",True,Habitat,29/02/2024,,22/11/2024,True,Stewart Robertson,500.0,Monique Ladds,,,True,,Random,HOR,53.0,"219,697",Barracouta,species,Yes,97.0
HOR_20211122_BUV_0031,expert,unknown,,,Victor Anton,,horoirangi-buv-2021/HOR_054/HOR_054_03_12_2021.mp4,1800.0,HOR_20211122_BUV,417,9:04:00 am,HOR_054_21,60.0,1.0,24/11/2021,8:26:00 am,HOR_054_03_12_2021.mp4,2408.0,Kiara Duke,False,"[""SLT""]",0.1-0.5m_Swell,Low_Slack,0.0,22.0,Fair,"[""Inv""]",Exposed,173.37083,,HMR 54,No protection,,-41.15674,WGS84,[],,,True,Northern South Island,Horoirangi Marine Reserve,Mackay Bluff,220,Horoirangi BUV 2021,Fish,BUV,,,L-Frame,Stewart Robertson,Pilchards,Kina,This is the first time the survey was run in Horoirangi. Kiara Duke helped with the fieldwork.,"Department of Conservation, New Zealand",True,Habitat,29/02/2024,,22/11/2024,True,Stewart Robertson,500.0,Monique Ladds,,,True,,Random,HOR,,,,,,
HOR_20211122_BUV_0031,expert,Chelidonichthys kumu,,,Victor Anton,,horoirangi-buv-2021/HOR_054/HOR_054_03_12_2021.mp4,1800.0,HOR_20211122_BUV,417,9:04:00 am,HOR_054_21,60.0,1.0,24/11/2021,8:26:00 am,HOR_054_03_12_2021.mp4,2408.0,Kiara Duke,False,"[""SLT""]",0.1-0.5m_Swell,Low_Slack,0.0,22.0,Fair,"[""Inv""]",Exposed,173.37083,,HMR 54,No protection,,-41.15674,WGS84,[],,,True,Northern South Island,Horoirangi Marine Reserve,Mackay Bluff,220,Horoirangi BUV 2021,Fish,BUV,,,L-Frame,Stewart Robertson,Pilchards,Kina,This is the first time the survey was run in Horoirangi. Kiara Duke helped with the fieldwork.,"Department of Conservation, New Zealand",True,Habitat,29/02/2024,,22/11/2024,True,Stewart Robertson,500.0,Monique Ladds,,,True,,Random,HOR,48.0,"218,122",Red gurnard,species,Yes,105.0
HOR_20211122_BUV_0031,expert,Chrysophrys auratus,1.0,,Victor Anton,,horoirangi-buv-2021/HOR_054/HOR_054_03_12_2021.mp4,1800.0,HOR_20211122_BUV,417,9:04:00 am,HOR_054_21,60.0,1.0,24/11/2021,8:26:00 am,HOR_054_03_12_2021.mp4,2408.0,Kiara Duke,False,"[""SLT""]",0.1-0.5m_Swell,Low_Slack,0.0,22.0,Fair,"[""Inv""]",Exposed,173.37083,,HMR 54,No protection,,-41.15674,WGS84,[],,,True,Northern South Island,Horoirangi Marine Reserve,Mackay Bluff,220,Horoirangi BUV 2021,Fish,BUV,,,L-Frame,Stewart Robertson,Pilchards,Kina,This is the first time the survey was run in Horoirangi. Kiara Duke helped with the fieldwork.,"Department of Conservation, New Zealand",True,Habitat,29/02/2024,,22/11/2024,True,Stewart Robertson,500.0,Monique Ladds,,,True,,Random,HOR,,,,,,
HOR_20211122_BUV_0031,expert,Trachurus novaezelandiae,4.0,,Victor Anton,,horoirangi-buv-2021/HOR_054/HOR_054_03_12_2021.mp4,1800.0,HOR_20211122_BUV,417,9:04:00 am,HOR_054_21,60.0,1.0,24/11/2021,8:26:00 am,HOR_054_03_12_2021.mp4,2408.0,Kiara Duke,False,"[""SLT""]",0.1-0.5m_Swell,Low_Slack,0.0,22.0,Fair,"[""Inv""]",Exposed,173.37083,,HMR 54,No protection,,-41.15674,WGS84,[],,,True,Northern South Island,Horoirangi Marine Reserve,Mackay Bluff,220,Horoirangi BUV 2021,Fish,BUV,,,L-Frame,Stewart Robertson,Pilchards,Kina,This is the first time the survey was run in Horoirangi. Kiara Duke helped with the fieldwork.,"Department of Conservation, New Zealand",True,Habitat,29/02/2024,,22/11/2024,True,Stewart Robertson,500.0,Monique Ladds,,,True,,Random,HOR,77.0,"273,304",Jack mackerel,species,Yes,98.0
HOR_20211122_BUV_0031,expert,Seriola lalandi,,,Victor Anton,,horoirangi-buv-2021/HOR_054/HOR_054_03_12_2021.mp4,1800.0,HOR_20211122_BUV,417,9:04:00 am,HOR_054_21,60.0,1.0,24/11/2021,8:26:00 am,HOR_054_03_12_2021.mp4,2408.0,Kiara Duke,False,"[""SLT""]",0.1-0.5m_Swell,Low_Slack,0.0,22.0,Fair,"[""Inv""]",Exposed,173.37083,,HMR 54,No protection,,-41.15674,WGS84,[],,,True,Northern South Island,Horoirangi Marine Reserve,Mackay Bluff,220,Horoirangi BUV 2021,Fish,BUV,,,L-Frame,Stewart Robertson,Pilchards,Kina,This is the first time the survey was run in Horoirangi. Kiara Duke helped with the fieldwork.,"Department of Conservation, New Zealand",True,Habitat,29/02/2024,,22/11/2024,True,Stewart Robertson,500.0,Monique Ladds,,,True,,Random,HOR,49.0,"218,436",Kingfish,species,Yes,91.0
HOR_20211122_BUV_0031,expert,Cephaloscyllium isabellum,,,Victor Anton,,horoirangi-buv-2021/HOR_054/HOR_054_03_12_2021.mp4,1800.0,HOR_20211122_BUV,417,9:04:00 am,HOR_054_21,60.0,1.0,24/11/2021,8:26:00 am,HOR_054_03_12_2021.mp4,2408.0,Kiara Duke,False,"[""SLT""]",0.1-0.5m_Swell,Low_Slack,0.0,22.0,Fair,"[""Inv""]",Exposed,173.37083,,HMR 54,No protection,,-41.15674,WGS84,[],,,True,Northern South Island,Horoirangi Marine Reserve,Mackay Bluff,220,Horoirangi BUV 2021,Fish,BUV,,,L-Frame,Stewart Robertson,Pilchards,Kina,This is the first time the survey was run in Horoirangi. Kiara Duke helped with the fieldwork.,"Department of Conservation, New Zealand",True,Habitat,29/02/2024,,22/11/2024,True,Stewart Robertson,500.0,Monique Ladds,,,True,,Random,HOR,,,,,,
HOR_20211122_BUV_0042,expert,Parapercis colias,,,Victor Anton,,horoirangi-buv-2021/HOR_059/HOR_059_03_12_2021.mp4,1800.0,HOR_20211122_BUV,421,9:19:00 am,HOR_059_21,60.0,1.0,25/11/2021,8:39:00 am,HOR_059_03_12_2021.mp4,2498.0,Kiara Duke,False,"[""SLT""]",0.1-0.5m_Swell,Low_Slack,0.0,20.1,Good,"[""Bar""]",Exposed,173.34683,,HMR 59,No protection,,-41.17374,WGS84,[],,,True,Northern South Island,Horoirangi Marine Reserve,The Glenduan,224,Horoirangi BUV 2021,Fish,BUV,,,L-Frame,Stewart Robertson,Pilchards,Kina,This is the first time the survey was run in Horoirangi. Kiara Duke helped with the fieldwork.,"Department of Conservation, New Zealand",True,Habitat,29/02/2024,,22/11/2024,True,Stewart Robertson,500.0,Monique Ladds,,,True,,Random,HOR,95.0,"276,989",Blue cod,species,Yes,75.0
HOR_20211122_BUV_0042,expert,Squalus acanthias,,,Victor Anton,,horoirangi-buv-2021/HOR_059/HOR_059_03_12_2021.mp4,1800.0,HOR_20211122_BUV,421,9:19:00 am,HOR_059_21,60.0,1.0,25/11/2021,8:39:00 am,HOR_059_03_12_2021.mp4,2498.0,Kiara Duke,False,"[""SLT""]",0.1-0.5m_Swell,Low_Slack,0.0,20.1,Good,"[""Bar""]",Exposed,173.34683,,HMR 59,No protection,,-41.17374,WGS84,[],,,True,Northern South Island,Horoirangi Marine Reserve,The Glenduan,224,Horoirangi BUV 2021,Fish,BUV,,,L-Frame,Stewart Robertson,Pilchards,Kina,This is the first time the survey was run in Horoirangi. Kiara Duke helped with the fieldwork.,"Department of Conservation, New Zealand",True,Habitat,29/02/2024,,22/11/2024,True,Stewart Robertson,500.0,Monique Ladds,,,True,,Random,HOR,12.0,"105,923",Spiny dogfish,species,Yes,163.0
HOR_20211122_BUV_0042,expert,Thyrsites atun,,,Victor Anton,,horoirangi-buv-2021/HOR_059/HOR_059_03_12_2021.mp4,1800.0,HOR_20211122_BUV,421,9:19:00 am,HOR_059_21,60.0,1.0,25/11/2021,8:39:00 am,HOR_059_03_12_2021.mp4,2498.0,Kiara Duke,False,"[""SLT""]",0.1-0.5m_Swell,Low_Slack,0.0,20.1,Good,"[""Bar""]",Exposed,173.34683,,HMR 59,No protection,,-41.17374,WGS84,[],,,True,Northern South Island,Horoirangi Marine Reserve,The Glenduan,224,Horoirangi BUV 2021,Fish,BUV,,,L-Frame,Stewart Robertson,Pilchards,Kina,This is the first time the survey was run in Horoirangi. Kiara Duke helped with the fieldwork.,"Department of Conservation, New Zealand",True,Habitat,29/02/2024,,22/11/2024,True,Stewart Robertson,500.0,Monique Ladds,,,True,,Random,HOR,53.0,"219,697",Barracouta,species,Yes,97.0
HOR_20211122_BUV_0042,expert,unknown,,,Victor Anton,,horoirangi-buv-2021/HOR_059/HOR_059_03_12_2021.mp4,1800.0,HOR_20211122_BUV,421,9:19:00 am,HOR_059_21,60.0,1.0,25/11/2021,8:39:00 am,HOR_059_03_12_2021.mp4,2498.0,Kiara Duke,False,"[""SLT""]",0.1-0.5m_Swell,Low_Slack,0.0,20.1,Good,"[""Bar""]",Exposed,173.34683,,HMR 59,No protection,,-41.17374,WGS84,[],,,True,Northern South Island,Horoirangi Marine Reserve,The Glenduan,224,Horoirangi BUV 2021,Fish,BUV,,,L-Frame,Stewart Robertson,Pilchards,Kina,This is the first time the survey was run in Horoirangi. Kiara Duke helped with the fieldwork.,"Department of Conservation, New Zealand",True,Habitat,29/02/2024,,22/11/2024,True,Stewart Robertson,500.0,Monique Ladds,,,True,,Random,HOR,,,,,,
HOR_20211122_BUV_0042,expert,Chelidonichthys kumu,2.0,,Victor Anton,,horoirangi-buv-2021/HOR_059/HOR_059_03_12_2021.mp4,1800.0,HOR_20211122_BUV,421,9:19:00 am,HOR_059_21,60.0,1.0,25/11/2021,8:39:00 am,HOR_059_03_12_2021.mp4,2498.0,Kiara Duke,False,"[""SLT""]",0.1-0.5m_Swell,Low_Slack,0.0,20.1,Good,"[""Bar""]",Exposed,173.34683,,HMR 59,No protection,,-41.17374,WGS84,[],,,True,Northern South Island,Horoirangi Marine Reserve,The Glenduan,224,Horoirangi BUV 2021,Fish,BUV,,,L-Frame,Stewart Robertson,Pilchards,Kina,This is the first time the survey was run in Horoirangi. Kiara Duke helped with the fieldwork.,"Department of Conservation, New Zealand",True,Habitat,29/02/2024,,22/11/2024,True,Stewart Robertson,500.0,Monique Ladds,,,True,,Random,HOR,48.0,"218,122",Red gurnard,species,Yes,105.0
HOR_20211122_BUV_0042,expert,Chrysophrys auratus,,,Victor Anton,,horoirangi-buv-2021/HOR_059/HOR_059_03_12_2021.mp4,1800.0,HOR_20211122_BUV,421,9:19:00 am,HOR_059_21,60.0,1.0,25/11/2021,8:39:00 am,HOR_059_03_12_2021.mp4,2498.0,Kiara Duke,False,"[""SLT""]",0.1-0.5m_Swell,Low_Slack,0.0,20.1,Good,"[""Bar""]",Exposed,173.34683,,HMR 59,No protection,,-41.17374,WGS84,[],,,True,Northern South Island,Horoirangi Marine Reserve,The Glenduan,224,Horoirangi BUV 2021,Fish,BUV,,,L-Frame,Stewart Robertson,Pilchards,Kina,This is the first time the survey was run in Horoirangi. Kiara Duke helped with the fieldwork.,"Department of Conservation, New Zealand",True,Habitat,29/02/2024,,22/11/2024,True,Stewart Robertson,500.0,Monique Ladds,,,True,,Random,HOR,,,,,,
HOR_20211122_BUV_0042,expert,Trachurus novaezelandiae,,,Victor Anton,,horoirangi-buv-2021/HOR_059/HOR_059_03_12_2021.mp4,1800.0,HOR_20211122_BUV,421,9:19:00 am,HOR_059_21,60.0,1.0,25/11/2021,8:39:00 am,HOR_059_03_12_2021.mp4,2498.0,Kiara Duke,False,"[""SLT""]",0.1-0.5m_Swell,Low_Slack,0.0,20.1,Good,"[""Bar""]",Exposed,173.34683,,HMR 59,No protection,,-41.17374,WGS84,[],,,True,Northern South Island,Horoirangi Marine Reserve,The Glenduan,224,Horoirangi BUV 2021,Fish,BUV,,,L-Frame,Stewart Robertson,Pilchards,Kina,This is the first time the survey was run in Horoirangi. Kiara Duke helped with the fieldwork.,"Department of Conservation, New Zealand",True,Habitat,29/02/2024,,22/11/2024,True,Stewart Robertson,500.0,Monique Ladds,,,True,,Random,HOR,77.0,"273,304",Jack mackerel,species,Yes,98.0
HOR_20211122_BUV_0042,expert,Seriola lalandi,,,Victor Anton,,horoirangi-buv-2021/HOR_059/HOR_059_03_12_2021.mp4,1800.0,HOR_20211122_BUV,421,9:19:00 am,HOR_059_21,60.0,1.0,25/11/2021,8:39:00 am,HOR_059_03_12_2021.mp4,2498.0,Kiara Duke,False,"[""SLT""]",0.1-0.5m_Swell,Low_Slack,0.0,20.1,Good,"[""Bar""]",Exposed,173.34683,,HMR 59,No protection,,-41.17374,WGS84,[],,,True,Northern South Island,Horoirangi Marine Reserve,The Glenduan,224,Horoirangi BUV 2021,Fish,BUV,,,L-Frame,Stewart Robertson,Pilchards,Kina,This is the first time the survey was run in Horoirangi. Kiara Duke helped with the fieldwork.,"Department of Conservation, New Zealand",True,Habitat,29/02/2024,,22/11/2024,True,Stewart Robertson,500.0,Monique Ladds,,,True,,Random,HOR,49.0,"218,436",Kingfish,species,Yes,91.0
HOR_20211122_BUV_0042,expert,Cephaloscyllium isabellum,,,Victor Anton,,horoirangi-buv-2021/HOR_059/HOR_059_03_12_2021.mp4,1800.0,HOR_20211122_BUV,421,9:19:00 am,HOR_059_21,60.0,1.0,25/11/2021,8:39:00 am,HOR_059_03_12_2021.mp4,2498.0,Kiara Duke,False,"[""SLT""]",0.1-0.5m_Swell,Low_Slack,0.0,20.1,Good,"[""Bar""]",Exposed,173.34683,,HMR 59,No protection,,-41.17374,WGS84,[],,,True,Northern South Island,Horoirangi Marine Reserve,The Glenduan,224,Horoirangi BUV 2021,Fish,BUV,,,L-Frame,Stewart Robertson,Pilchards,Kina,This is the first time the survey was run in Horoirangi. Kiara Duke helped with the fieldwork.,"Department of Conservation, New Zealand",True,Habitat,29/02/2024,,22/11/2024,True,Stewart Robertson,500.0,Monique Ladds,,,True,,Random,HOR,,,,,,
HOR_20211122_BUV_0046,expert,Parapercis colias,,,Victor Anton,,horoirangi-buv-2021/HOR_057/HOR_057_03_12_2021.mp4,100.0,HOR_20211122_BUV,419,10:23:00 am,HOR_057_21,60.0,1.0,25/11/2021,9:45:00 am,HOR_057_03_12_2021.mp4,1415.0,Kiara Duke,False,"[""SLT""]",0.1-0.5m_Swell,Mid_Incoming,0.0,19.7,Fair,"[""Bar""]",Exposed,173.34883,,HMR 57,No protection,,-41.18074,WGS84,[],,,True,Northern South Island,Horoirangi Marine Reserve,The Glenduan,222,Horoirangi BUV 2021,Fish,BUV,,,L-Frame,Stewart Robertson,Pilchards,Kina,This is the first time the survey was run in Horoirangi. Kiara Duke helped with the fieldwork.,"Department of Conservation, New Zealand",True,Habitat,29/02/2024,,22/11/2024,True,Stewart Robertson,500.0,Monique Ladds,,,True,,Random,HOR,95.0,"276,989",Blue cod,species,Yes,75.0
HOR_20211122_BUV_0046,expert,Squalus acanthias,4.0,,Victor Anton,,horoirangi-buv-2021/HOR_057/HOR_057_03_12_2021.mp4,100.0,HOR_20211122_BUV,419,10:23:00 am,HOR_057_21,60.0,1.0,25/11/2021,9:45:00 am,HOR_057_03_12_2021.mp4,1415.0,Kiara Duke,False,"[""SLT""]",0.1-0.5m_Swell,Mid_Incoming,0.0,19.7,Fair,"[""Bar""]",Exposed,173.34883,,HMR 57,No protection,,-41.18074,WGS84,[],,,True,Northern South Island,Horoirangi Marine Reserve,The Glenduan,222,Horoirangi BUV 2021,Fish,BUV,,,L-Frame,Stewart Robertson,Pilchards,Kina,This is the first time the survey was run in Horoirangi. Kiara Duke helped with the fieldwork.,"Department of Conservation, New Zealand",True,Habitat,29/02/2024,,22/11/2024,True,Stewart Robertson,500.0,Monique Ladds,,,True,,Random,HOR,12.0,"105,923",Spiny dogfish,species,Yes,163.0
HOR_20211122_BUV_0046,expert,Thyrsites atun,,,Victor Anton,,horoirangi-buv-2021/HOR_057/HOR_057_03_12_2021.mp4,100.0,HOR_20211122_BUV,419,10:23:00 am,HOR_057_21,60.0,1.0,25/11/2021,9:45:00 am,HOR_057_03_12_2021.mp4,1415.0,Kiara Duke,False,"[""SLT""]",0.1-0.5m_Swell,Mid_Incoming,0.0,19.7,Fair,"[""Bar""]",Exposed,173.34883,,HMR 57,No protection,,-41.18074,WGS84,[],,,True,Northern South Island,Horoirangi Marine Reserve,The Glenduan,222,Horoirangi BUV 2021,Fish,BUV,,,L-Frame,Stewart Robertson,Pilchards,Kina,This is the first time the survey was run in Horoirangi. Kiara Duke helped with the fieldwork.,"Department of Conservation, New Zealand",True,Habitat,29/02/2024,,22/11/2024,True,Stewart Robertson,500.0,Monique Ladds,,,True,,Random,HOR,53.0,"219,697",Barracouta,species,Yes,97.0
HOR_20211122_BUV_0046,expert,unknown,,,Victor Anton,,horoirangi-buv-2021/HOR_057/HOR_057_03_12_2021.mp4,100.0,HOR_20211122_BUV,419,10:23:00 am,HOR_057_21,60.0,1.0,25/11/2021,9:45:00 am,HOR_057_03_12_2021.mp4,1415.0,Kiara Duke,False,"[""SLT""]",0.1-0.5m_Swell,Mid_Incoming,0.0,19.7,Fair,"[""Bar""]",Exposed,173.34883,,HMR 57,No protection,,-41.18074,WGS84,[],,,True,Northern South Island,Horoirangi Marine Reserve,The Glenduan,222,Horoirangi BUV 2021,Fish,BUV,,,L-Frame,Stewart Robertson,Pilchards,Kina,This is the first time the survey was run in Horoirangi. Kiara Duke helped with the fieldwork.,"Department of Conservation, New Zealand",True,Habitat,29/02/2024,,22/11/2024,True,Stewart Robertson,500.0,Monique Ladds,,,True,,Random,HOR,,,,,,
HOR_20211122_BUV_0046,expert,Chelidonichthys kumu,4.0,,Victor Anton,,horoirangi-buv-2021/HOR_057/HOR_057_03_12_2021.mp4,100.0,HOR_20211122_BUV,419,10:23:00 am,HOR_057_21,60.0,1.0,25/11/2021,9:45:00 am,HOR_057_03_12_2021.mp4,1415.0,Kiara Duke,False,"[""SLT""]",0.1-0.5m_Swell,Mid_Incoming,0.0,19.7,Fair,"[""Bar""]",Exposed,173.34883,,HMR 57,No protection,,-41.18074,WGS84,[],,,True,Northern South Island,Horoirangi Marine Reserve,The Glenduan,222,Horoirangi BUV 2021,Fish,BUV,,,L-Frame,Stewart Robertson,Pilchards,Kina,This is the first time the survey was run in Horoirangi. Kiara Duke helped with the fieldwork.,"Department of Conservation, New Zealand",True,Habitat,29/02/2024,,22/11/2024,True,Stewart Robertson,500.0,Monique Ladds,,,True,,Random,HOR,48.0,"218,122",Red gurnard,species,Yes,105.0
HOR_20211122_BUV_0046,expert,Chrysophrys auratus,,,Victor Anton,,horoirangi-buv-2021/HOR_057/HOR_057_03_12_2021.mp4,100.0,HOR_20211122_BUV,419,10:23:00 am,HOR_057_21,60.0,1.0,25/11/2021,9:45:00 am,HOR_057_03_12_2021.mp4,1415.0,Kiara Duke,False,"[""SLT""]",0.1-0.5m_Swell,Mid_Incoming,0.0,19.7,Fair,"[""Bar""]",Exposed,173.34883,,HMR 57,No protection,,-41.18074,WGS84,[],,,True,Northern South Island,Horoirangi Marine Reserve,The Glenduan,222,Horoirangi BUV 2021,Fish,BUV,,,L-Frame,Stewart Robertson,Pilchards,Kina,This is the first time the survey was run in Horoirangi. Kiara Duke helped with the fieldwork.,"Department of Conservation, New Zealand",True,Habitat,29/02/2024,,22/11/2024,True,Stewart Robertson,500.0,Monique Ladds,,,True,,Random,HOR,,,,,,
HOR_20211122_BUV_0046,expert,Trachurus novaezelandiae,4.0,,Victor Anton,,horoirangi-buv-2021/HOR_057/HOR_057_03_12_2021.mp4,100.0,HOR_20211122_BUV,419,10:23:00 am,HOR_057_21,60.0,1.0,25/11/2021,9:45:00 am,HOR_057_03_12_2021.mp4,1415.0,Kiara Duke,False,"[""SLT""]",0.1-0.5m_Swell,Mid_Incoming,0.0,19.7,Fair,"[""Bar""]",Exposed,173.34883,,HMR 57,No protection,,-41.18074,WGS84,[],,,True,Northern South Island,Horoirangi Marine Reserve,The Glenduan,222,Horoirangi BUV 2021,Fish,BUV,,,L-Frame,Stewart Robertson,Pilchards,Kina,This is the first time the survey was run in Horoirangi. Kiara Duke helped with the fieldwork.,"Department of Conservation, New Zealand",True,Habitat,29/02/2024,,22/11/2024,True,Stewart Robertson,500.0,Monique Ladds,,,True,,Random,HOR,77.0,"273,304",Jack mackerel,species,Yes,98.0
HOR_20211122_BUV_0046,expert,Seriola lalandi,2.0,,Victor Anton,,horoirangi-buv-2021/HOR_057/HOR_057_03_12_2021.mp4,100.0,HOR_20211122_BUV,419,10:23:00 am,HOR_057_21,60.0,1.0,25/11/2021,9:45:00 am,HOR_057_03_12_2021.mp4,1415.0,Kiara Duke,False,"[""SLT""]",0.1-0.5m_Swell,Mid_Incoming,0.0,19.7,Fair,"[""Bar""]",Exposed,173.34883,,HMR 57,No protection,,-41.18074,WGS84,[],,,True,Northern South Island,Horoirangi Marine Reserve,The Glenduan,222,Horoirangi BUV 2021,Fish,BUV,,,L-Frame,Stewart Robertson,Pilchards,Kina,This is the first time the survey was run in Horoirangi. Kiara Duke helped with the fieldwork.,"Department of Conservation, New Zealand",True,Habitat,29/02/2024,,22/11/2024,True,Stewart Robertson,500.0,Monique Ladds,,,True,,Random,HOR,49.0,"218,436",Kingfish,species,Yes,91.0
HOR_20211122_BUV_0046,expert,Cephaloscyllium isabellum,,,Victor Anton,,horoirangi-buv-2021/HOR_057/HOR_057_03_12_2021.mp4,100.0,HOR_20211122_BUV,419,10:23:00 am,HOR_057_21,60.0,1.0,25/11/2021,9:45:00 am,HOR_057_03_12_2021.mp4,1415.0,Kiara Duke,False,"[""SLT""]",0.1-0.5m_Swell,Mid_Incoming,0.0,19.7,Fair,"[""Bar""]",Exposed,173.34883,,HMR 57,No protection,,-41.18074,WGS84,[],,,True,Northern South Island,Horoirangi Marine Reserve,The Glenduan,222,Horoirangi BUV 2021,Fish,BUV,,,L-Frame,Stewart Robertson,Pilchards,Kina,This is the first time the survey was run in Horoirangi. Kiara Duke helped with the fieldwork.,"Department of Conservation, New Zealand",True,Habitat,29/02/2024,,22/11/2024,True,Stewart Robertson,500.0,Monique Ladds,,,True,,Random,HOR,,,,,,
HOR_20211122_BUV_0052,expert,Parapercis colias,20.0,,Victor Anton,,horoirangi-buv-2021/HOR_056/HOR_056_03_12_2021.mp4,1800.0,HOR_20211122_BUV,418,12:39:00 pm,HOR_056_21,60.0,1.0,25/11/2021,11:50:00 am,HOR_056_03_12_2021.mp4,3153.0,Kiara Duke,False,"[""SLT""]",0.1-0.5m_Swell,High_Incoming,0.0,19.8,Fair,"[""Bar""]",Exposed,173.32383,,HMR 56,No protection,,-41.18874,WGS84,[],,,True,Northern South Island,Horoirangi Marine Reserve,The Glenduan,221,Horoirangi BUV 2021,Fish,BUV,,,L-Frame,Stewart Robertson,Pilchards,Kina,This is the first time the survey was run in Horoirangi. Kiara Duke helped with the fieldwork.,"Department of Conservation, New Zealand",True,Habitat,29/02/2024,,22/11/2024,True,Stewart Robertson,500.0,Monique Ladds,,,True,,Random,HOR,95.0,"276,989",Blue cod,species,Yes,75.0
HOR_20211122_BUV_0052,expert,Squalus acanthias,,,Victor Anton,,horoirangi-buv-2021/HOR_056/HOR_056_03_12_2021.mp4,1800.0,HOR_20211122_BUV,418,12:39:00 pm,HOR_056_21,60.0,1.0,25/11/2021,11:50:00 am,HOR_056_03_12_2021.mp4,3153.0,Kiara Duke,False,"[""SLT""]",0.1-0.5m_Swell,High_Incoming,0.0,19.8,Fair,"[""Bar""]",Exposed,173.32383,,HMR 56,No protection,,-41.18874,WGS84,[],,,True,Northern South Island,Horoirangi Marine Reserve,The Glenduan,221,Horoirangi BUV 2021,Fish,BUV,,,L-Frame,Stewart Robertson,Pilchards,Kina,This is the first time the survey was run in Horoirangi. Kiara Duke helped with the fieldwork.,"Department of Conservation, New Zealand",True,Habitat,29/02/2024,,22/11/2024,True,Stewart Robertson,500.0,Monique Ladds,,,True,,Random,HOR,12.0,"105,923",Spiny dogfish,species,Yes,163.0
HOR_20211122_BUV_0052,expert,Thyrsites atun,,,Victor Anton,,horoirangi-buv-2021/HOR_056/HOR_056_03_12_2021.mp4,1800.0,HOR_20211122_BUV,418,12:39:00 pm,HOR_056_21,60.0,1.0,25/11/2021,11:50:00 am,HOR_056_03_12_2021.mp4,3153.0,Kiara Duke,False,"[""SLT""]",0.1-0.5m_Swell,High_Incoming,0.0,19.8,Fair,"[""Bar""]",Exposed,173.32383,,HMR 56,No protection,,-41.18874,WGS84,[],,,True,Northern South Island,Horoirangi Marine Reserve,The Glenduan,221,Horoirangi BUV 2021,Fish,BUV,,,L-Frame,Stewart Robertson,Pilchards,Kina,This is the first time the survey was run in Horoirangi. Kiara Duke helped with the fieldwork.,"Department of Conservation, New Zealand",True,Habitat,29/02/2024,,22/11/2024,True,Stewart Robertson,500.0,Monique Ladds,,,True,,Random,HOR,53.0,"219,697",Barracouta,species,Yes,97.0
